Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,Research & Development,3,College,Medical,High,Female,Medium,2,Laboratory Technician,Low,Married,4789,4,No,25,Outstanding,Low,Basic,10,3,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Female,High,1,Laboratory Technician,Medium,Married,3180,0,No,13,Excellent,High,High,4,3,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,High,Male,Low,2,Manufacturing Director,Medium,Married,6549,1,No,14,Excellent,Medium,Moderate,8,2,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,Very High,Male,High,2,Healthcare Representative,High,Single,6388,2,Yes,17,Excellent,Low,None,14,6,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Male,High,3,Manager,Very High,Single,11244,2,No,25,Outstanding,Medium,None,10,5,4,5,2,0,0
54,No,Travel_Frequently,Research & Development,11,Master,Medical,Medium,Female,High,4,Manager,Very High,Divorced,16032,3,No,20,Outstanding,Low,Basic,26,2,3,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,1,Master,Technical Degree,Low,Male,Medium,1,Research Scientist,Low,Single,2362,6,No,13,Excellent,High,None,11,2,1,9,7,0,7
44,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Very High,Male,High,4,Research Director,Low,Married,16328,3,No,13,Excellent,High,Basic,24,1,4,20,6,14,17
39,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Female,High,3,Manufacturing Director,Medium,Single,8376,4,No,18,Excellent,Very High,None,9,3,3,2,0,2,2
46,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,High,Female,High,4,Manager,Medium,Married,16606,8,No,12,Excellent,Very High,Basic,23,2,4,13,12,5,1
35,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Very High,Female,Medium,3,Healthcare Representative,Medium,Single,8606,1,No,19,Excellent,Very High,None,11,3,1,11,8,3,3
23,No,Travel_Rarely,Research & Development,20,Below College,Life Sciences,Low,Male,High,2,Laboratory Technician,High,Single,2272,0,No,14,Excellent,Medium,None,5,2,3,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,9,Master,Life Sciences,Very High,Male,High,1,Laboratory Technician,Low,Single,2018,3,No,14,Excellent,Medium,None,15,3,1,5,4,1,0
34,No,Travel_Rarely,Sales,1,Bachelor,Technical Degree,Very High,Male,Medium,3,Sales Executive,High,Married,7083,1,Yes,14,Excellent,Very High,None,10,3,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,Very High,Female,High,1,Research Scientist,High,Single,4084,1,No,12,Excellent,Low,None,7,2,1,7,2,7,7
50,No,Travel_Frequently,Research & Development,22,Doctor,Medical,High,Male,Low,4,Research Director,Very High,Single,14411,1,Yes,13,Excellent,Very High,None,32,2,3,32,6,13,9
34,No,Travel_Rarely,Sales,7,College,Technical Degree,Medium,Male,High,1,Sales Representative,High,Married,2308,0,Yes,25,Outstanding,Medium,Basic,12,4,3,11,10,5,7
42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Male,Medium,1,Laboratory Technician,Medium,Married,4841,4,No,14,Excellent,Medium,Basic,4,3,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,13,Bachelor,Medical,Low,Male,High,2,Research Scientist,Very High,Married,4285,1,No,17,Excellent,Low,None,10,2,3,10,8,3,7
29,No,Travel_Rarely,Research & Development,8,Below College,Other,High,Female,Low,2,Healthcare Representative,Low,Married,9715,3,No,13,Excellent,High,Basic,9,3,3,7,7,0,7
33,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,Very High,Male,Medium,2,Manufacturing Director,Medium,Single,4320,1,No,13,Excellent,Very High,None,5,2,3,5,3,0,2
45,No,Travel_Rarely,Research & Development,28,Bachelor,Technical Degree,Very High,Male,High,1,Research Scientist,Very High,Married,2132,4,No,20,Outstanding,Very High,Basic,8,3,3,5,4,0,3
42,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Very High,Male,High,3,Healthcare Representative,Very High,Married,10124,2,Yes,14,Excellent,High,Basic,24,3,1,20,8,13,9
40,No,Travel_Rarely,Sales,9,College,Medical,Low,Male,High,2,Sales Executive,Low,Married,5473,0,No,12,Excellent,Very High,None,9,5,4,8,4,7,1
33,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,Medium,Male,High,2,Laboratory Technician,High,Married,5207,1,Yes,12,Excellent,Medium,Basic,15,3,3,15,14,5,7
40,No,Travel_Rarely,Human Resources,6,College,Medical,High,Male,High,4,Manager,Very High,Single,16437,1,Yes,21,Outstanding,Very High,None,21,2,3,21,7,7,7
24,No,Travel_Rarely,Research & Development,21,College,Technical Degree,High,Male,Medium,1,Laboratory Technician,Low,Divorced,2296,0,No,14,Excellent,Medium,High,2,3,3,1,1,0,0
40,No,Non-Travel,Research & Development,8,College,Life Sciences,Very High,Male,High,2,Healthcare Representative,Very High,Divorced,4069,3,Yes,18,Excellent,High,None,8,2,3,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Low,Male,High,3,Healthcare Representative,Medium,Divorced,7441,1,No,12,Excellent,Low,High,10,4,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,Master,Life Sciences,Medium,Female,Medium,1,Sales Representative,High,Married,2430,0,No,23,Outstanding,Low,Moderate,6,5,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,College,Life Sciences,Very High,Female,Medium,2,Research Scientist,Medium,Married,5878,3,No,12,Excellent,Low,Basic,12,2,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,Master,Life Sciences,High,Male,High,1,Sales Representative,Very High,Single,2644,3,Yes,21,Outstanding,Very High,None,7,3,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,Master,Life Sciences,High,Female,High,2,Sales Executive,High,Divorced,6439,8,No,14,Excellent,High,Basic,18,2,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,High,Male,Very High,1,Research Scientist,High,Married,2451,6,No,18,Excellent,Low,Moderate,5,2,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,Master,Life Sciences,Low,Male,High,2,Sales Executive,Low,Married,6392,2,No,13,Excellent,Very High,Basic,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Medium,Male,Medium,2,Sales Executive,Low,Married,9714,1,No,11,Excellent,Very High,Basic,10,4,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,Master,Human Resources,High,Male,High,2,Human Resources,High,Married,6077,3,No,11,Excellent,High,None,10,2,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Very High,Male,Medium,1,Laboratory Technician,Low,Single,2450,1,No,19,Excellent,Medium,None,3,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,Master,Technical Degree,High,Male,High,3,Sales Executive,Medium,Married,9250,3,No,12,Excellent,Medium,Basic,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Low,Female,High,1,Laboratory Technician,Low,Divorced,2074,1,Yes,12,Excellent,Very High,Basic,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,Doctor,Technical Degree,High,Female,Medium,3,Manufacturing Director,Very High,Married,10169,0,No,16,Excellent,Medium,Basic,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Male,High,2,Manufacturing Director,Medium,Married,4855,4,No,11,Excellent,Low,Moderate,7,2,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,Master,Technical Degree,Very High,Male,High,2,Research Scientist,Low,Married,4087,4,No,14,Excellent,Medium,Basic,9,3,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,Master,Other,High,Female,High,1,Research Scientist,Low,Married,2367,8,No,12,Excellent,Very High,Basic,10,3,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,Master,Medical,Low,Male,High,1,Research Scientist,Very High,Single,2972,1,No,13,Excellent,High,None,1,4,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,Doctor,Marketing,High,Male,Medium,5,Manager,Very High,Married,19586,1,No,21,Outstanding,High,Basic,36,3,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Medium,Male,High,2,Research Scientist,Very High,Married,5484,9,No,17,Excellent,Medium,Basic,9,3,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Low,Female,High,1,Research Scientist,Very High,Married,2061,1,No,21,Outstanding,Low,None,1,5,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,Bachelor,Life Sciences,High,Male,High,2,Sales Executive,Medium,Married,9924,0,No,11,Excellent,Very High,Basic,10,3,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,Bachelor,Life Sciences,Medium,Female,High,2,Sales Executive,Medium,Single,4198,2,No,12,Excellent,Medium,None,8,5,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,Master,Life Sciences,Medium,Female,High,2,Sales Executive,High,Single,6815,6,No,13,Excellent,Low,None,15,5,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,Below College,Medical,Medium,Male,High,1,Laboratory Technician,Low,Single,4723,1,Yes,18,Excellent,Very High,None,10,3,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,Master,Medical,Low,Female,High,2,Healthcare Representative,High,Single,6142,3,Yes,16,Excellent,High,None,10,4,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,Bachelor,Medical,Very High,Male,Very High,3,Sales Executive,High,Married,8237,2,No,11,Excellent,Low,Basic,11,3,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Low,Male,High,2,Healthcare Representative,Very High,Divorced,8853,1,No,19,Excellent,Very High,Basic,6,0,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,Bachelor,Marketing,High,Male,High,5,Manager,High,Married,19331,4,Yes,16,Excellent,High,Basic,27,2,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Very High,Male,Very High,1,Research Scientist,High,Married,2073,2,No,16,Excellent,Very High,Basic,4,2,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,Low,Male,Very High,2,Laboratory Technician,Low,Married,5562,3,Yes,13,Excellent,Very High,Basic,9,3,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,College,Other,Very High,Male,Medium,5,Manager,Very High,Single,19613,8,No,22,Outstanding,Very High,None,24,2,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Medium,Male,Very High,2,Laboratory Technician,High,Married,3407,1,No,17,Excellent,Very High,Moderate,10,3,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,Master,Technical Degree,Very High,Male,Medium,2,Healthcare Representative,High,Married,5063,1,No,14,Excellent,Medium,Basic,8,3,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,College,Life Sciences,Very High,Female,High,2,Sales Executive,Low,Married,4639,1,No,15,Excellent,High,Basic,5,2,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,Very High,Male,Very High,1,Laboratory Technician,Medium,Divorced,4876,5,No,12,Excellent,High,Basic,8,0,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,College,Life Sciences,High,Male,Medium,1,Laboratory Technician,Very High,Married,2690,1,No,18,Excellent,Very High,Basic,1,5,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,Master,Life Sciences,Very High,Male,Very High,4,Manager,Low,Single,17567,1,No,15,Excellent,Medium,None,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,Bachelor,Medical,High,Male,High,1,Laboratory Technician,Medium,Married,2408,1,Yes,17,Excellent,High,High,1,3,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,College,Other,Medium,Female,Medium,1,Research Scientist,High,Married,2814,1,Yes,14,Excellent,Medium,None,4,2,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,Doctor,Medical,Medium,Male,High,4,Healthcare Representative,High,Married,11245,2,Yes,15,Excellent,High,Basic,32,3,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,Master,Other,Medium,Female,Very High,1,Research Scientist,Very High,Married,3312,3,No,17,Excellent,Very High,Moderate,6,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Medium,Female,High,5,Research Director,Very High,Divorced,19049,0,Yes,14,Excellent,Very High,Basic,23,4,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Medium,Male,Medium,1,Research Scientist,Medium,Married,2141,1,No,12,Excellent,Medium,Basic,6,3,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,Doctor,Medical,High,Female,Low,2,Laboratory Technician,Low,Single,5769,1,Yes,14,Excellent,Low,None,10,3,3,10,7,1,4
45,No,Non-Travel,Sales,26,Bachelor,Marketing,Low,Male,Medium,2,Sales Executive,Low,Married,4385,1,No,15,Excellent,Low,Basic,10,2,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,Master,Other,Very High,Male,High,2,Sales Executive,Low,Single,5332,7,No,13,Excellent,Very High,None,10,3,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,High,Female,High,2,Manufacturing Director,High,Married,4663,9,Yes,12,Excellent,Medium,Moderate,7,2,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,High,Male,Very High,2,Manufacturing Director,Very High,Divorced,4724,1,No,13,Excellent,Low,Basic,9,3,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,High,Female,High,1,Laboratory Technician,Low,Married,3211,1,No,14,Excellent,Very High,Basic,10,3,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,Doctor,Medical,Medium,Male,High,2,Manufacturing Director,Low,Married,5377,2,No,13,Excellent,Very High,High,10,3,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,Bachelor,Other,Very High,Male,Medium,1,Laboratory Technician,Low,Divorced,4066,1,No,11,Excellent,Low,Moderate,7,3,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,Doctor,Life Sciences,Medium,Male,Very High,2,Research Scientist,Low,Married,5208,1,No,11,Excellent,Very High,None,16,2,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,Medium,Female,Low,2,Manufacturing Director,Low,Divorced,4877,0,No,21,Outstanding,Medium,Basic,6,5,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,Below College,Medical,High,Male,High,1,Research Scientist,Very High,Single,3117,1,No,18,Excellent,High,None,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,College,Medical,Medium,Female,High,1,Sales Representative,Very High,Single,1569,1,Yes,12,Excellent,High,None,0,2,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,Master,Life Sciences,Very High,Female,High,5,Manager,High,Married,19658,3,No,11,Excellent,High,Basic,27,2,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,College,Medical,High,Male,Medium,2,Laboratory Technician,High,Divorced,3069,0,No,15,Excellent,Very High,Basic,11,3,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Low,Female,Medium,3,Manufacturing Director,High,Married,10435,1,No,13,Excellent,Very High,Moderate,18,2,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,Master,Life Sciences,High,Female,High,2,Healthcare Representative,High,Married,4148,1,No,12,Excellent,Very High,Basic,15,5,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,High,Male,High,2,Manufacturing Director,High,Married,5768,3,No,17,Excellent,Low,High,9,2,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,Bachelor,Medical,Low,Female,High,2,Manufacturing Director,High,Single,5042,0,No,13,Excellent,Very High,None,10,2,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,College,Other,Very High,Female,Medium,2,Manufacturing Director,Very High,Divorced,5770,1,No,19,Excellent,Low,Moderate,10,3,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,College,Medical,Very High,Female,Medium,3,Manufacturing Director,High,Married,7756,3,Yes,19,Excellent,Very High,Basic,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,Bachelor,Medical,Very High,Male,Medium,3,Sales Executive,Low,Married,10306,9,No,17,Excellent,High,None,15,3,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,Medium,Female,High,1,Research Scientist,Medium,Married,3936,1,No,11,Excellent,Low,Basic,8,2,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,High,Female,High,3,Manufacturing Director,Very High,Single,7945,6,Yes,15,Excellent,Very High,None,18,2,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,Doctor,Human Resources,Low,Male,High,2,Human Resources,Very High,Married,5743,4,Yes,11,Excellent,High,None,14,3,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,Doctor,Medical,High,Male,Medium,4,Manager,Very High,Married,15202,2,No,25,Outstanding,Medium,Basic,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,College,Medical,Low,Male,Low,2,Sales Executive,Very High,Divorced,5440,6,Yes,14,Excellent,Very High,Moderate,7,2,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,Below College,Technical Degree,Low,Female,High,1,Research Scientist,Very High,Single,3760,1,Yes,13,Excellent,High,None,6,2,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,Medium,Female,Very High,1,Research Scientist,High,Married,3517,7,No,17,Excellent,Low,None,5,0,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,Very High,Male,High,1,Research Scientist,Very High,Single,2580,2,No,13,Excellent,High,None,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Low,Male,High,1,Laboratory Technician,Low,Single,2166,3,Yes,14,Excellent,Medium,None,10,3,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,Bachelor,Medical,High,Male,Medium,2,Sales Executive,High,Single,5869,9,No,11,Excellent,High,None,8,2,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,Medium,Female,High,3,Healthcare Representative,Low,Married,8008,4,No,12,Excellent,High,Moderate,9,6,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Male,Very High,2,Manufacturing Director,High,Divorced,5206,1,No,17,Excellent,High,Moderate,7,6,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,Very High,Male,High,2,Manufacturing Director,Medium,Married,5295,4,No,21,Outstanding,High,None,7,3,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,Master,Other,Low,Female,High,4,Research Director,Medium,Married,16413,3,No,16,Excellent,Medium,Moderate,27,2,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,Doctor,Life Sciences,Very High,Female,Medium,3,Research Director,Low,Divorced,13269,5,No,15,Excellent,High,High,19,3,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,Bachelor,Medical,High,Female,High,1,Sales Representative,High,Single,2783,1,No,19,Excellent,Low,None,2,3,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Very High,Female,High,2,Research Scientist,Medium,Divorced,5433,1,No,12,Excellent,High,Basic,11,2,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Low,Male,High,1,Laboratory Technician,Medium,Single,2013,2,No,11,Excellent,High,None,15,4,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,High,Female,Medium,4,Healthcare Representative,High,Married,13966,2,Yes,19,Excellent,Medium,Basic,30,3,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,Master,Medical,Very High,Female,Medium,2,Manufacturing Director,High,Married,4374,0,No,15,Excellent,High,None,4,6,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,College,Life Sciences,Very High,Male,Very High,2,Healthcare Representative,Low,Divorced,6842,6,No,20,Outstanding,Low,Basic,13,3,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,Doctor,Medical,Medium,Female,High,4,Manager,High,Married,17426,3,No,25,Outstanding,High,Basic,36,6,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,College,Life Sciences,High,Male,Medium,4,Research Director,High,Married,17603,1,No,24,Outstanding,Low,Basic,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,Master,Other,Very High,Male,High,2,Sales Executive,Very High,Single,4581,3,Yes,24,Outstanding,Low,None,13,2,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Very High,Male,High,2,Research Scientist,Very High,Married,4735,7,No,15,Excellent,Very High,Moderate,19,4,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,Bachelor,Medical,Low,Male,Medium,2,Sales Executive,Medium,Divorced,4187,1,Yes,13,Excellent,Medium,Basic,10,3,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,Master,Medical,Very High,Male,High,2,Sales Executive,Very High,Divorced,5505,1,No,14,Excellent,High,Moderate,6,5,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Very High,Male,High,2,Research Scientist,Medium,Divorced,5470,0,No,13,Excellent,High,Moderate,10,4,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,Master,Life Sciences,Low,Female,High,2,Sales Executive,Very High,Married,5476,1,No,11,Excellent,Low,Moderate,10,2,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,Very High,Female,High,1,Laboratory Technician,Low,Divorced,2587,4,Yes,16,Excellent,Medium,Basic,17,2,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,Very High,Female,Medium,1,Laboratory Technician,Medium,Single,2440,1,No,22,Outstanding,Medium,None,4,3,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,Medium,Female,Very High,4,Manager,Medium,Divorced,15972,6,No,14,Excellent,High,High,29,2,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,High,Male,High,4,Manager,High,Single,15379,4,No,14,Excellent,Low,None,23,2,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,College,Life Sciences,Very High,Male,High,3,Sales Executive,High,Single,7082,3,Yes,16,Excellent,Very High,None,21,2,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,Below College,Life Sciences,Very High,Male,High,1,Sales Representative,Low,Single,2728,1,No,11,Excellent,Low,None,2,3,3,2,2,0,2
33,No,Non-Travel,Sales,16,Bachelor,Life Sciences,High,Female,High,2,Sales Executive,Very High,Divorced,5368,1,Yes,25,Outstanding,High,Basic,7,2,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,Master,Life Sciences,Low,Male,High,2,Healthcare Representative,High,Married,5347,6,No,14,Excellent,Medium,Moderate,10,2,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,High,Female,High,1,Human Resources,Very High,Divorced,3195,4,Yes,18,Excellent,Low,High,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,Very High,Male,Medium,1,Laboratory Technician,High,Single,3989,1,Yes,11,Excellent,Low,None,5,2,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,College,Medical,Very High,Female,High,1,Laboratory Technician,High,Married,3306,7,No,19,Excellent,Very High,Basic,7,5,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,Master,Medical,Medium,Male,Very High,3,Healthcare Representative,Very High,Married,7005,3,No,15,Excellent,High,None,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,College,Medical,Very High,Female,High,1,Sales Representative,High,Married,2655,2,Yes,11,Excellent,High,Moderate,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,Very High,Male,High,1,Laboratory Technician,Medium,Single,1393,1,No,12,Excellent,Low,None,1,2,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,Bachelor,Medical,Very High,Male,High,1,Laboratory Technician,Very High,Single,2570,1,No,20,Outstanding,High,None,7,5,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,Low,Male,Medium,1,Research Scientist,Medium,Divorced,3537,5,No,12,Excellent,Very High,Basic,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,College,Medical,Medium,Male,Medium,2,Laboratory Technician,Very High,Married,3986,1,No,14,Excellent,High,Basic,15,3,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,Master,Medical,High,Male,Low,3,Healthcare Representative,Very High,Divorced,10883,3,No,20,Outstanding,High,Basic,19,2,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,Medium,Male,Very High,1,Laboratory Technician,Medium,Married,2028,1,No,18,Excellent,Very High,High,14,6,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,Master,Medical,High,Male,Low,2,Sales Executive,Very High,Divorced,9525,1,No,14,Excellent,High,Moderate,6,2,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,Medium,Female,Medium,1,Research Scientist,Very High,Married,2929,1,No,12,Excellent,Medium,None,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,Bachelor,Life Sciences,High,Male,High,1,Sales Representative,Very High,Divorced,2275,1,Yes,21,Outstanding,Medium,Basic,3,2,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Female,Very High,3,Healthcare Representative,Very High,Married,7879,1,Yes,19,Excellent,Medium,Basic,9,2,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,Master,Medical,Low,Male,Medium,1,Research Scientist,Very High,Single,4930,0,Yes,14,Excellent,High,None,6,2,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,Bachelor,Medical,Very High,Male,High,2,Sales Executive,Very High,Married,7847,1,Yes,17,Excellent,Low,Basic,10,3,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,High,Male,Very High,1,Research Scientist,High,Married,4401,1,No,16,Excellent,Very High,Basic,5,1,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,Marketing,Very High,Male,High,3,Sales Executive,High,Single,9241,1,No,12,Excellent,Medium,None,10,3,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,Master,Medical,Very High,Female,High,1,Laboratory Technician,High,Married,2974,9,No,17,Excellent,High,Basic,9,2,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,Master,Life Sciences,High,Female,High,2,Sales Representative,Very High,Single,4502,3,No,15,Excellent,High,None,17,2,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,Below College,Life Sciences,High,Male,Medium,3,Healthcare Representative,High,Married,10748,3,No,23,Outstanding,Very High,Basic,25,3,2,23,15,14,4
